layer	state_id	rejected
n34-m289	1878	0
n34-m289	1880	0
n34-m289	1881	0
n34-m289	1882	0
n34-m289	1883	0
n34-m289	1895	0
n34-m289	1896	0
n34-m289	1897	0
n34-m289	1898	0
n34-m289	1899	0
n34-m289	1900	0
n34-m289	1902	0
n34-m289	1903	0
n34-m289	1904	0
n34-m289	1906	0
n34-m289	1907	0
n34-m289	1908	0
n34-m289	1909	0
n34-m289	1910	0
n34-m289	1912	0
n34-m289	1913	0
n34-m289	1914	0
n34-m289	1918	0
n34-m289	1927	0
n34-m289	1928	0
n34-m289	1929	0
n34-m289	1930	0
n34-m289	1933	0
n34-m289	1934	0
n34-m289	1936	0
n34-m289	1937	0
n34-m289	1939	0
n34-m289	1940	0
n34-m289	1942	0
n34-m289	1943	0
n34-m289	1944	0
n34-m289	1945	0
n34-m289	1949	0
n34-m289	1959	0
n34-m289	1960	0
n34-m289	1964	0
n34-m289	1982	0
n34-m289	1983	0
n34-m289	1985	0
n34-m289	1986	0
n34-m289	1995	0
n34-m289	1996	0
n34-m289	1997	0
n34-m289	2001	0
n34-m289	2025	0
n34-m289	2026	0
n34-m289	2030	0
n34-m289	2034	0
n34-m289	2039	0
n34-m289	2040	0
n34-m289	2041	0
n34-m289	2043	0
n34-m289	2044	0
n34-m289	2045	0
n34-m289	2046	0
n34-m289	2048	0
n34-m289	2049	0
n34-m289	2050	0
n34-m289	2051	0
n34-m289	2052	0
n34-m289	2057	0
n34-m289	2059	0
n34-m289	2060	0
n34-m289	2061	0
n34-m289	2062	0
n34-m289	2063	0
n34-m289	2065	0
n34-m289	2066	0
n34-m289	2067	0
n34-m289	2068	0
n34-m289	2070	0
n34-m289	2071	0
n34-m289	2072	0
n34-m289	2073	0
n34-m289	2076	0
n34-m289	2077	0
n34-m289	2079	0
n34-m289	2080	0
n34-m289	2082	0
n34-m289	2083	0
n34-m289	2085	0
n34-m289	2086	0
n34-m289	2087	0
n34-m289	2088	0
n34-m289	2092	0
n34-m289	2102	0
n34-m289	2103	0
n34-m289	2107	0
n34-m289	2124	0
n34-m289	2125	0
n34-m289	2127	0
n34-m289	2128	0
n34-m289	2137	0
n34-m289	2138	0
n34-m289	2139	0
n34-m289	2143	0
n34-m289	2167	0
n34-m289	2168	0
n34-m289	2172	0
n34-m289	2174	0
n34-m289	2179	0
n34-m289	2180	0
n34-m289	2181	0
n34-m289	2183	0
n34-m289	2184	0
n34-m289	2185	0
n34-m289	2186	0
n34-m289	2188	0
n34-m289	2189	0
n34-m289	2190	0
n34-m289	2191	0
n34-m289	2197	0
n34-m289	2216	0
n34-m289	2225	0
n34-m289	2226	0
n34-m289	2227	0
n34-m289	2231	0
n34-m289	2233	0
n34-m289	2234	0
n34-m289	2236	0
n34-m289	2237	0
n34-m289	2238	0
n34-m289	2239	0
n34-m289	2241	0
n34-m289	2242	0
n34-m289	2243	0
n34-m289	2244	0
n34-m289	2247	0
n34-m289	2248	0
n34-m289	2250	0
n34-m289	2251	0
n34-m289	2253	0
n34-m289	2254	0
n34-m289	2256	0
n34-m289	2257	0
n34-m289	2258	0
n34-m289	2259	0
n34-m289	2264	0
n34-m289	2273	0
n34-m289	2274	0
n34-m289	2275	0
n34-m289	2276	0
n34-m289	2277	0
n34-m289	2278	0
n34-m289	2279	0
n34-m289	2280	0
n34-m289	2281	0
n34-m289	2284	0
n34-m289	2285	0
n34-m289	2287	0
n34-m289	2288	0
n34-m289	2290	0
n34-m289	2291	0
n34-m289	2293	0
n34-m289	2294	0
n34-m289	2295	0
n34-m289	2296	0
n34-m289	2300	0
n34-m289	2302	0
n34-m289	2303	0
n34-m289	2306	0
n34-m289	2307	0
n34-m289	2309	0
n34-m289	2312	0
n34-m289	2313	0
n34-m289	2315	0
n34-m289	2316	0
n34-m289	2319	0
n34-m289	2320	0
n34-m289	2322	0
n34-m289	2323	0
n34-m289	2325	0
n34-m289	2326	0
n34-m289	2327	0
n34-m289	2329	0
n34-m289	2330	0
n34-m289	2331	0
n34-m289	2332	0
n34-m289	2340	0
n34-m289	2341	0
n34-m289	2342	0
n34-m289	2346	0
n34-m289	2363	0
n34-m289	2364	0
n34-m289	2366	0
n34-m289	2367	0
n34-m289	2376	0
n34-m289	2377	0
n34-m289	2378	0
n34-m289	2382	0
n34-m289	2410	0
n34-m289	2412	0
n34-m289	2413	0
n34-m289	2416	0
n34-m289	2417	0
n34-m289	2419	0
n34-m289	2420	0
n34-m289	2436	0
n34-m289	2437	0
n34-m289	2439	0
n34-m289	2440	0
n34-m289	2442	0
n34-m289	2443	0
n34-m289	2452	0
n34-m289	2453	0
n34-m289	2454	0
n34-m289	2458	0
n34-m289	2501	0
n34-m289	2502	0
n34-m289	2504	0
n34-m289	2505	0
n34-m289	2514	0
n34-m289	2515	0
n34-m289	2516	0
n34-m289	2520	0
n34-m289	2522	0
n34-m289	2527	0
n34-m289	2529	0
n34-m289	2530	0
n34-m289	2531	0
n34-m289	2532	0
n34-m289	2533	0
n34-m289	2535	0
n34-m289	2536	0
n34-m289	2537	0
n34-m289	2538	0
n34-m289	2539	0
n34-m289	2544	0
n34-m289	2545	0
n34-m289	2547	0
n34-m289	2548	0
n34-m289	2549	0
n34-m289	2550	0
n34-m289	2553	0
n34-m289	2554	0
n34-m289	2556	0
n34-m289	2558	0
n34-m289	2559	0
n34-m289	2561	0
n34-m289	2562	0
n34-m289	2563	0
n34-m289	2564	0
n34-m289	2565	0
n34-m289	2567	0
n34-m289	2568	0
n34-m289	2569	0
n34-m289	2570	0
n34-m289	2571	0
n34-m289	2572	0
n34-m289	2573	0
n34-m289	2574	0
n34-m289	2575	0
n34-m289	2578	0
n34-m289	2579	0
n34-m289	2581	0
n34-m289	2583	0
n34-m289	2584	0
n34-m289	2586	0
n34-m289	2587	0
n34-m289	2588	0
n34-m289	2589	0
n34-m289	2593	0
n34-m289	2595	0
n34-m289	2596	0
n34-m289	2599	0
n34-m289	2600	0
n34-m289	2603	0
n34-m289	2604	0
n34-m289	2606	0
n34-m289	2607	0
n34-m289	2610	0
n34-m289	2611	0
n34-m289	2613	0
n34-m289	2615	0
n34-m289	2616	0
n34-m289	2617	0
n34-m289	2619	0
n34-m289	2620	0
n34-m289	2621	0
n34-m289	2622	0
n34-m289	2623	0
n34-m289	2624	0
n34-m289	2625	0
n34-m289	2626	0
n34-m289	2629	0
n34-m289	2630	0
n34-m289	2632	0
n34-m289	2633	0
n34-m289	2635	0
n34-m289	2636	0
n34-m289	2637	0
n34-m289	2638	0
n34-m289	2642	0
n34-m289	2644	0
n34-m289	2645	0
n34-m289	2648	0
n34-m289	2649	0
n34-m289	2651	0
n34-m289	2654	0
n34-m289	2655	0
n34-m289	2657	0
n34-m289	2658	0
n34-m289	2660	0
n34-m289	2661	0
n34-m289	2663	0
n34-m289	2664	0
n34-m289	2665	0
n34-m289	2666	0
n34-m289	2705	0
n34-m289	2706	0
n34-m289	2708	0
n34-m289	2709	0
n34-m289	2718	0
n34-m289	2719	0
n34-m289	2720	0
n34-m289	2724	0
n34-m289	2726	0
n34-m289	2731	0
n34-m289	2732	0
n34-m289	2734	0
n34-m289	2735	0
n34-m289	2736	0
n34-m289	2737	0
n34-m289	2740	0
n34-m289	2741	0
n34-m289	2743	0
n34-m289	2745	0
n34-m289	2746	0
n34-m289	2748	0
n34-m289	2749	0
n34-m289	2750	0
n34-m289	2751	0
n34-m289	2752	0
n34-m289	2754	0
n34-m289	2755	0
n34-m289	2756	0
n34-m289	2757	0
n34-m289	2759	0
n34-m289	2760	0
n34-m289	2761	0
n34-m289	2762	0
n34-m289	2763	0
n34-m289	2764	0
n34-m289	2765	0
n34-m289	2766	0
n34-m289	2767	0
n34-m289	2770	0
n34-m289	2771	0
n34-m289	2773	0
n34-m289	2775	0
n34-m289	2776	0
n34-m289	2778	0
n34-m289	2779	0
n34-m289	2780	0
n34-m289	2781	0
n34-m289	2785	0
n34-m289	2787	0
n34-m289	2788	0
n34-m289	2791	0
n34-m289	2792	0
n34-m289	2795	0
n34-m289	2796	0
n34-m289	2798	0
n34-m289	2799	0
n34-m289	2802	0
n34-m289	2803	0
n34-m289	2805	0
n34-m289	2807	0
n34-m289	2808	0
n34-m289	2809	0
n34-m289	2811	0
n34-m289	2812	0
n34-m289	2813	0
n34-m289	2814	0
n34-m289	2818	0
n34-m289	2819	0
n34-m289	2826	0
n34-m289	2828	0
n34-m289	2829	0
n34-m289	2832	0
n34-m289	2833	0
n34-m289	2839	0
n34-m289	2840	0
n34-m289	2841	0
n34-m289	2842	0
n34-m289	2843	0
n34-m289	2846	0
n34-m289	2847	0
n34-m289	2858	0
n34-m289	2859	0
n34-m289	2862	0
n34-m289	2863	0
n34-m289	2865	0
n34-m289	2866	0
n34-m289	2872	0
n34-m289	2874	0
n34-m289	2875	0
n34-m289	2876	0
n34-m289	2879	0
n34-m289	2880	0
n34-m289	2886	0
n34-m289	2889	0
n34-m289	2890	0
n34-m289	2892	0
n34-m289	2893	0
n34-m289	2897	0
n34-m289	2899	0
n34-m289	2900	0
n34-m289	2904	0
n34-m289	2906	0
n34-m289	2907	0
n34-m289	2910	0
n34-m289	2911	0
n34-m289	2913	0
n34-m289	2917	0
n34-m289	2919	0
n34-m289	2920	0
n34-m289	2923	0
n34-m289	2924	0
n34-m289	2927	0
n34-m289	2928	0
n34-m289	2930	0
n34-m289	2931	0
n34-m289	2933	0
n34-m289	2934	0
n34-m289	2937	0
n34-m289	2938	0
n34-m289	2940	0
n34-m289	2942	0
n34-m289	2943	0
n34-m289	2944	0
n34-m289	2946	0
n34-m289	2947	0
n34-m289	2948	0
n34-m289	2949	0
n34-m289	2950	0
n34-m289	2951	0
n34-m289	2952	0
n34-m289	2953	0
n34-m289	2954	0
n34-m289	2955	0
n34-m289	2956	0
n34-m289	2957	0
n34-m289	2958	0
n34-m289	2959	0
n34-m289	2960	0
n34-m289	2961	0
n34-m289	2965	0
n34-m289	2967	0
n34-m289	2968	0
n34-m289	2971	0
n34-m289	2972	0
n34-m289	2974	0
n34-m289	2977	0
n34-m289	2978	0
n34-m289	2980	0
n34-m289	2981	0
n34-m289	2983	0
n34-m289	2984	0
n34-m289	2986	0
n34-m289	2987	0
n34-m289	2988	0
n34-m289	2989	0
n34-m289	2994	0
n34-m289	2997	0
n34-m289	2998	0
n34-m289	3000	0
n34-m289	3001	0
n34-m289	3005	0
n34-m289	3007	0
n34-m289	3008	0
n34-m289	3011	0
n34-m289	3012	0
n34-m289	3016	0
n34-m289	3018	0
n34-m289	3019	0
n34-m289	3022	0
n34-m289	3023	0
n34-m289	3025	0
n34-m289	3028	0
n34-m289	3029	0
n34-m289	3031	0
n34-m289	3032	0
n34-m289	3035	0
n34-m289	3036	0
n34-m289	3038	0
n34-m289	3039	0
n34-m289	3041	0
n34-m289	3042	0
n34-m289	3043	0
n34-m289	3045	0
n34-m289	3046	0
n34-m289	3047	0
n34-m289	3048	0
n34-m289	3113	0
n34-m289	3115	0
n34-m289	3116	0
n34-m289	3119	0
n34-m289	3120	0
n34-m289	3122	0
n34-m289	3123	0
n34-m289	3139	0
n34-m289	3140	0
n34-m289	3142	0
n34-m289	3143	0
n34-m289	3145	0
n34-m289	3146	0
n34-m289	3155	0
n34-m289	3156	0
n34-m289	3157	0
n34-m289	3161	0
n34-m289	3166	0
n34-m289	3167	0
n34-m289	3169	0
n34-m289	3170	0
n34-m289	3171	0
n34-m289	3172	0
n34-m289	3173	0
n34-m289	3174	0
n34-m289	3175	0
n34-m289	3178	0
n34-m289	3179	0
n34-m289	3181	0
n34-m289	3182	0
n34-m289	3184	0
n34-m289	3185	0
n34-m289	3186	0
n34-m289	3190	0
n34-m289	3192	0
n34-m289	3193	0
n34-m289	3196	0
n34-m289	3197	0
n34-m289	3199	0
n34-m289	3202	0
n34-m289	3203	0
n34-m289	3205	0
n34-m289	3206	0
n34-m289	3207	0
n34-m289	3209	0
n34-m289	3210	0
n34-m289	3211	0
n34-m289	3215	0
n34-m289	3222	0
n34-m289	3223	0
n34-m289	3226	0
n34-m289	3232	0
n34-m289	3233	0
n34-m289	3234	0
n34-m289	3237	0
n34-m289	3248	0
n34-m289	3249	0
n34-m289	3251	0
n34-m289	3257	0
n34-m289	3258	0
n34-m289	3259	0
n34-m289	3262	0
n34-m289	3279	0
n34-m289	3281	0
n34-m289	3282	0
n34-m289	3285	0
n34-m289	3286	0
n34-m289	3296	0
n34-m289	3297	0
n34-m289	3299	0
n34-m289	3301	0
n34-m289	3302	0
n34-m289	3308	0
n34-m289	3309	0
n34-m289	3310	0
n34-m289	3313	0
n34-m289	3315	0
n34-m289	3316	0
n34-m289	3317	0
n34-m289	3318	0
n34-m289	3319	0
n34-m289	3320	0
n34-m289	3321	0
n34-m289	3322	0
n34-m289	3323	0
n34-m289	3324	0
n34-m289	3325	0
n34-m289	3329	0
n34-m289	3331	0
n34-m289	3332	0
n34-m289	3335	0
n34-m289	3336	0
n34-m289	3339	0
n34-m289	3340	0
n34-m289	3342	0
n34-m289	3344	0
n34-m289	3345	0
n34-m289	3347	0
n34-m289	3348	0
n34-m289	3349	0
n34-m289	3350	0
n34-m289	3355	0
n34-m289	3358	0
n34-m289	3359	0
n34-m289	3361	0
n34-m289	3362	0
n34-m289	3366	0
n34-m289	3368	0
n34-m289	3369	0
n34-m289	3373	0
n34-m289	3375	0
n34-m289	3376	0
n34-m289	3379	0
n34-m289	3380	0
n34-m289	3383	0
n34-m289	3384	0
n34-m289	3386	0
n34-m289	3387	0
n34-m289	3390	0
n34-m289	3391	0
n34-m289	3393	0
n34-m289	3395	0
n34-m289	3396	0
n34-m289	3397	0
n34-m289	3399	0
n34-m289	3400	0
n34-m289	3401	0
n34-m289	3402	0
n34-m289	3456	0
n34-m289	3458	0
n34-m289	3459	0
n34-m289	3462	0
n34-m289	3463	0
n34-m289	3465	0
n34-m289	3479	0
n34-m289	3480	0
n34-m289	3482	0
n34-m289	3483	0
n34-m289	3485	0
n34-m289	3486	0
n34-m289	3494	0
n34-m289	3495	0
n34-m289	3496	0
n34-m289	3500	0
n34-m289	3504	0
n34-m289	3505	0
n34-m289	3506	0
n34-m289	3509	0
n34-m289	3510	0
n34-m289	3512	0
n34-m289	3514	0
n34-m289	3515	0
n34-m289	3516	0
n34-m289	3517	0
n34-m289	3522	0
n34-m289	3523	0
n34-m289	3526	0
n34-m289	3538	0
n34-m289	3539	0
n34-m289	3545	0
n34-m289	3548	0
n34-m289	3551	0
n34-m289	3582	0
n34-m289	3583	0
n34-m289	3589	0
n34-m289	3590	0
n34-m289	3596	0
n34-m289	3599	0
n34-m289	3603	0
n34-m289	3605	0
n34-m289	3613	0
n34-m289	3614	0
n34-m289	3615	0
n34-m289	3616	0
n34-m289	3621	0
n34-m289	3622	0
n34-m289	3625	0
n34-m289	3628	0
n34-m289	3646	0
n34-m289	3648	0
n34-m289	3649	0
n34-m289	3659	0
n34-m289	3660	0
n34-m289	3666	0
n34-m289	3667	0
n34-m289	3673	0
n34-m289	3676	0
n34-m289	3680	0
n34-m289	3682	0
n34-m289	3729	0
n34-m289	3731	0
n34-m289	3732	0
n34-m289	3742	0
n34-m289	3743	0
n34-m289	3745	0
n34-m289	3755	0
n34-m289	3756	0
n34-m289	3762	0
n34-m289	3763	0
n34-m289	3766	0
n34-m289	3772	0
n34-m289	3775	0
n34-m289	3776	0
n34-m289	3778	0
n34-m289	3779	0
n34-m289	3780	0
n34-m289	3781	0
n34-m289	3877	0
n34-m289	3879	0
n34-m289	3880	0
n34-m289	3883	0
n34-m289	3884	0
n34-m289	3913	0
n34-m289	3914	0
n34-m289	3916	0
n34-m289	3922	0
n34-m289	3923	0
n34-m289	3940	0
n34-m289	3941	0
n34-m289	3944	0
n34-m289	3945	0
n34-m289	3954	0
n34-m289	3974	0
n34-m289	4003	0
n34-m289	4010	0
n34-m289	4015	0
n34-m289	4070	0
n34-m289	4073	0
n34-m289	4080	0
n34-m289	4085	0
n34-m289	4120	0
n34-m289	4145	0
n34-m289	4146	0
n34-m289	4152	0
n34-m289	4153	0
n34-m289	4166	0
n34-m289	4169	0
n34-m289	4177	0
n34-m289	4324	0
n34-m289	4360	0
n34-m289	4366	0
n34-m289	4412	0
n34-m289	4413	0
n34-m289	4420	0
n34-m289	4426	0
n34-m289	4427	0
n34-m289	4428	0
n34-m289	4430	0
n34-m289	4431	0
n34-m289	4432	0
n34-m289	4433	0
n34-m289	4449	0
n34-m289	4451	0
n34-m289	4452	0
n34-m289	4453	0
n34-m289	4458	0
n34-m289	4463	0
n34-m289	4475	0
n34-m289	4480	0
n34-m289	4496	0
n34-m289	4523	0
n34-m289	4552	0
n34-m289	4553	0
n34-m289	4559	0
n34-m289	4560	0
n34-m289	4567	0
n34-m289	4573	0
n34-m289	4574	0
n34-m289	4575	0
n34-m289	4577	0
n34-m289	4578	0
n34-m289	4579	0
n34-m289	4580	0
n34-m289	4596	0
n34-m289	4598	0
n34-m289	4599	0
n34-m289	4600	0
n34-m289	4605	0
n34-m289	4610	0
n34-m289	4616	0
n34-m289	4618	0
n34-m289	4623	0
n34-m289	4624	0
n34-m289	4626	0
n34-m289	4627	0
n34-m289	4628	0
n34-m289	4629	0
n34-m289	4631	0
n34-m289	4632	0
n34-m289	4633	0
n34-m289	4634	0
n34-m289	4635	0
n34-m289	4647	0
n34-m289	4648	0
n34-m289	4649	0
n34-m289	4654	0
n34-m289	4661	0
n34-m289	4666	0
n34-m289	4687	0
n34-m289	4698	0
n34-m289	4699	0
n34-m289	4703	0
n34-m289	4707	0
n34-m289	4709	0
n34-m289	4739	0
n34-m289	4740	0
n34-m289	4741	0
n34-m289	4755	0
n34-m289	4761	0
n34-m289	4779	0
n34-m289	4793	0
n34-m289	4794	0
n34-m289	4798	0
n34-m289	4842	0
n34-m289	4847	0
n34-m289	4873	0
n34-m289	4874	0
n34-m289	4880	0
n34-m289	4886	0
n34-m289	4888	0
n34-m289	4890	0
n34-m289	4891	0
n34-m289	4892	0
n34-m289	4893	0
n34-m289	4909	0
n34-m289	4911	0
n34-m289	4912	0
n34-m289	4913	0
n34-m289	4915	0
n34-m289	4916	0
n34-m289	4917	0
n34-m289	4918	0
n34-m289	4934	0
n34-m289	4936	0
n34-m289	4937	0
n34-m289	4939	0
n34-m289	4940	0
n34-m289	4941	0
n34-m289	4942	0
n34-m289	4943	0
n34-m289	4944	0
n34-m289	4946	0
n34-m289	4947	0
n34-m289	4948	0
n34-m289	4949	0
n34-m289	4950	0
n34-m289	4952	0
n34-m289	4953	0
n34-m289	4954	0
n34-m289	4955	0
n34-m289	4968	0
n34-m289	4969	0
n34-m289	4970	0
n34-m289	4971	0
n34-m289	4972	0
n34-m289	4985	0
n34-m289	4986	0
n34-m289	4987	0
n34-m289	4992	0
n34-m289	4994	0
n34-m289	4999	0
n34-m289	5001	0
n34-m289	5006	0
n34-m289	5007	0
n34-m289	5009	0
n34-m289	5010	0
n34-m289	5011	0
n34-m289	5012	0
n34-m289	5014	0
n34-m289	5015	0
n34-m289	5016	0
n34-m289	5017	0
n34-m289	5018	0
n34-m289	5030	0
n34-m289	5031	0
n34-m289	5032	0
n34-m289	5037	0
n34-m289	5039	0
n34-m289	5044	0
n34-m289	5045	0
n34-m289	5046	0
n34-m289	5048	0
n34-m289	5049	0
n34-m289	5050	0
n34-m289	5051	0
n34-m289	5053	0
n34-m289	5054	0
n34-m289	5055	0
n34-m289	5056	0
n34-m289	5057	0
n34-m289	5062	0
n34-m289	5074	0
n34-m289	5075	0
n34-m289	5076	0
n34-m289	5077	0
n34-m289	5078	0
n34-m289	5081	0
n34-m289	5082	0
n34-m289	5084	0
n34-m289	5085	0
n34-m289	5087	0
n34-m289	5088	0
n34-m289	5090	0
n34-m289	5091	0
n34-m289	5092	0
n34-m289	5094	0
n34-m289	5095	0
n34-m289	5096	0
n34-m289	5097	0
n34-m289	5098	0
n34-m289	5122	0
n34-m289	5123	0
n34-m289	5125	0
n34-m289	5126	0
n34-m289	5128	0
n34-m289	5129	0
n34-m289	5130	0
n34-m289	5142	0
n34-m289	5143	0
n34-m289	5144	0
n34-m289	5145	0
n34-m289	5150	0
n34-m289	5152	0
n34-m289	5157	0
n34-m289	5159	0
n34-m289	5160	0
n34-m289	5161	0
n34-m289	5162	0
n34-m289	5163	0
n34-m289	5165	0
n34-m289	5166	0
n34-m289	5167	0
n34-m289	5168	0
n34-m289	5171	0
n34-m289	5172	0
n34-m289	5174	0
n34-m289	5175	0
n34-m289	5177	0
n34-m289	5178	0
